Tempo;Altura;Velocidade;Força do Motor;Força de Tração;Energia do  Motor;Custo de Energia (R$)
5,8502691000031;143,7019198897;75,649435999949;6040;3320;454983,1252795;4732,461962088
5,8674900000042;145,01060245014;75,993853999971;6040;3320;456922,59343969;4774,3465331533
5,8833942000056;146,22428277458;76,311937999999;6040;3320;459002,87815983;4816,4217969847
5,9006040000022;147,54351950924;76,656133999932;6040;3320;460924,10551999;4858,673173324
5,9175340000002;148,8470403557;76,994733999891;6040;3320;463003,04935959;4901,1151195153
5,9335228999989;150,08321435652;77,314511999866;6040;3320;465048,19335934;4943,7445372399
5,9507632000023;151,42208429689;77,659317999933;6040;3320;466979,65247919;4986,5510053838
5,9670098999995;152,68907104364;77,984251999878;6040;3320;469062,28071959;5029,5483811164
5,9840427000017;154,0231635368;78,324907999922;6040;3320;471024,88207927;5072,7256619737
6,0008334000013;155,34393212164;78,660721999913;6040;3320;473082,44431953;5116,091552703
6,0173670000004;156,64994423341;78,991393999895;6040;3320;475110,76087948;5159,6433724503
6,0342421000023;157,98862728645;79,328895999934;6040;3320;477108,01975937;5203,3782742616
6,0502950000009;159,26724003291;79,649953999906;6040;3320;479146,5318396;5247,3000396802
6,0675155999998;160,64479101195;79,994365999883;6040;3320;481085,72215943;5291,3995642115
6,0836321000024;161,93921504325;80,316695999936;6040;3320;483165,97063929;5335,6897781867
6,1000006000031;163,25923743762;80,64406599995;6040;3320;485112,84383961;5380,1584555387
6,116938500003;164,63091641224;80,982823999948;6040;3320;487090,1586397;5424,8083867473
6,1340638000038;166,02363708615;81,325329999963;6040;3320;489136,25695969;5469,6458769687
6,1509337000025;167,40127914114;81,662727999937;6040;3320;491204,99319978;5514,6730013453
6,1668181000059;168,70348886133;81,980416000006;6040;3320;493242,87711962;5559,8869317479
6,1841012000004;170,12633869956;82,326077999896;6040;3320;495161,71264003;5605,2767554066
6,2009394000052;171,51823216611;82,662841999991;6040;3320;497249,51111937;5650,8579605925
6,2171602000017;172,86435188039;82,987257999921;6040;3320;499283,56567994;5696,6256207799
6,2342148000025;174,28548355837;83,328349999938;6040;3320;501243,03831952;5742,5728992925
6,2502664999993;175,62819837524;83,649383999873;6040;3320;503303,23399963;5788,7090290758
6,2673250000007;177,06095124077;83,990553999902;6040;3320;505242,27935923;5835,0229046837
6,2841085000036;178,47624042152;84,32622399996;6040;3320;507302,94615941;5881,5256747483
6,300880499999;179,89618584974;84,661663999868;6040;3320;509330,39295976;5928,214294103
6,3175135999991;181,30990497353;84,994325999869;6040;3320;511356,4505592;5975,0886354042
6,3337490000049;182,69509361863;85,319033999986;6040;3320;513365,72903921;6022,1471605662
6,3502841000009;184,11132056802;85,649735999905;6040;3320;515326,96535991;6069,3854657242
6,367459699999;185,5883061982;85,993247999868;6040;3320;517324,40543943;6116,8068695561
6,383533500004;186,97571180926;86,314723999967;6040;3320;519399,2179192;6164,418464532
6,4008584000039;188,47710881429;86,661221999966;6040;3320;521340,9329598;6212,2080500533
6,4169184000057;189,87404651176;86,982422000001;6040;3320;523433,7808798;6260,1894799673
6,4338912000021;191,35614328236;87,32187799993;6040;3320;525373,82888001;6308,3487476147
6,4508568000019;192,84336796741;87,661189999926;6040;3320;527424,14311958;6356,695960734
6,4668645999991;194,25175575766;87,98134599987;6040;3320;529473,58759955;6405,2310395973
6,4851923000024;195,87096956478;88,347899999935;6040;3320;531407,32983921;6453,9433781658
6,5009245000037;197,26582643962;88,662543999963;6040;3320;533621,31599961;6502,8586654658
6,5170091000036;198,69710228197;88,98423599996;6040;3320;535521,76575977;6551,9481606605
